/SiMCosta RJ - Ilha do Pai - Cia de Docas
/latitude = -22.99277544
/longitude = -43.09056758



/Parameters:
/Tmp: Average Water Temperature (degree Celsius)
/Avg_Sal: Average Salinity (psu)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Tmp,Avg_Sal
2024,1,21,22,45,0,26.41,33.91
2024,1,21,22,50,0,26.45,33.95
2024,1,21,22,55,0,26.32,33.92
2024,1,21,23,0,0,26.3,33.92
2024,1,21,23,5,0,26.31,33.96
2024,1,21,23,10,0,26.67,34.25
2024,1,21,23,15,0,26.84,34.34
2024,1,21,23,20,0,26.84,34.37
2024,1,21,23,25,0,27.24,34.57
2024,1,21,23,30,0,27.27,34.58
2024,1,21,23,35,0,27.14,34.53
2024,1,21,23,40,0,27.25,34.59
2024,1,21,23,45,0,27.27,34.68
2024,1,21,23,50,0,27.29,34.69
2024,1,21,23,55,0,27.35,34.74
2024,1,22,0,0,0,27.36,34.77
2024,1,22,0,5,0,27.39,34.81
2024,1,22,0,10,0,27.38,34.82
2024,1,22,0,15,0,27.39,34.84
2024,1,22,0,20,0,27.42,34.87
2024,1,22,0,25,0,27.45,34.92
2024,1,22,0,30,0,27.46,34.94
2024,1,22,0,35,0,27.53,35
2024,1,22,0,40,0,27.51,35.01
2024,1,22,0,45,0,27.39,34.89
2024,1,22,0,50,0,27.4,34.9
2024,1,22,0,55,0,27.4,34.9
2024,1,22,1,0,0,27.4,34.91
2024,1,22,1,5,0,27.41,34.92
2024,1,22,1,10,0,27.43,34.94
2024,1,22,1,15,0,27.43,34.94
2024,1,22,1,20,0,27.43,34.94
2024,1,22,1,25,0,27.45,34.96
2024,1,22,1,30,0,27.45,34.97
2024,1,22,1,35,0,27.45,34.97
2024,1,22,1,40,0,27.42,34.98
2024,1,22,1,45,0,27.41,35.01
2024,1,22,1,50,0,27.42,35.03
2024,1,22,1,55,0,27.42,35.03
2024,1,22,2,0,0,27.43,35.02
2024,1,22,2,5,0,27.44,35.01
2024,1,22,2,10,0,27.46,35.02
2024,1,22,2,15,0,27.48,35.01
2024,1,22,2,20,0,27.5,35.01
2024,1,22,2,25,0,27.35,34.85
2024,1,22,2,30,0,26.75,34.43
2024,1,22,2,35,0,26.69,34.37
2024,1,22,2,40,0,26.7,34.34
2024,1,22,2,45,0,26.23,33.94
2024,1,22,2,50,0,26.14,33.81
2024,1,22,2,55,0,26.12,33.77
2024,1,22,3,0,0,26.2,33.74
2024,1,22,3,5,0,26.31,33.74
2024,1,22,3,10,0,26.36,33.71
2024,1,22,3,15,0,26.44,33.72
2024,1,22,3,20,0,26.47,33.64
2024,1,22,3,25,0,26.38,33.48
2024,1,22,3,30,0,26.23,33.37
2024,1,22,3,35,0,26.05,33.26
2024,1,22,3,40,0,25.76,33.09
2024,1,22,3,45,0,25.76,33.02
2024,1,22,3,50,0,25.78,32.93
2024,1,22,3,55,0,25.73,32.89
2024,1,22,4,0,0,25.89,32.83
2024,1,22,4,5,0,26.04,32.75
2024,1,22,4,10,0,26.26,32.67
2024,1,22,4,15,0,26.34,32.62
2024,1,22,4,20,0,26.38,32.59
2024,1,22,4,25,0,26.39,32.56
2024,1,22,4,30,0,26.39,32.54
2024,1,22,4,35,0,26.35,32.61
2024,1,22,4,40,0,26.32,32.67
2024,1,22,4,45,0,26.32,32.7
2024,1,22,4,50,0,26.3,32.76
2024,1,22,4,55,0,26.29,32.78
2024,1,22,5,0,0,26.27,32.82
2024,1,22,5,5,0,26.24,32.86
2024,1,22,5,10,0,26.22,32.87
2024,1,22,5,15,0,26.17,32.72
2024,1,22,5,20,0,26.32,32.75
2024,1,22,5,25,0,26.4,32.73
2024,1,22,5,30,0,26.31,32.7
2024,1,22,5,35,0,26.16,32.63
2024,1,22,5,40,0,26.24,32.71
2024,1,22,5,45,0,26.29,32.85
2024,1,22,5,50,0,26.27,32.84
2024,1,22,5,55,0,26.37,33.1
2024,1,22,6,0,0,26.41,33.19
2024,1,22,6,5,0,26.46,33.27
2024,1,22,6,10,0,26.49,33.34
2024,1,22,6,15,0,26.57,33.45
2024,1,22,6,20,0,26.6,33.48
2024,1,22,6,25,0,26.58,33.43
2024,1,22,6,30,0,26.56,33.36
2024,1,22,6,35,0,26.5,33.27
2024,1,22,6,40,0,26.48,33.2
2024,1,22,6,45,0,26.49,33.18
2024,1,22,6,50,0,26.52,33.22
2024,1,22,6,55,0,26.49,33.16
2024,1,22,7,0,0,26.51,33.15
2024,1,22,7,5,0,26.53,33.24
2024,1,22,7,10,0,26.56,33.28
2024,1,22,7,15,0,26.57,33.29
2024,1,22,7,20,0,26.62,33.38
2024,1,22,7,25,0,26.63,33.38
2024,1,22,7,30,0,26.67,33.51
2024,1,22,7,35,0,26.84,33.82
2024,1,22,7,40,0,26.9,33.98
2024,1,22,7,45,0,26.95,34.09
2024,1,22,7,50,0,27.02,34.26
2024,1,22,7,55,0,27.02,34.28
2024,1,22,8,0,0,27.34,35.4
2024,1,22,8,5,0,27.14,34.6
2024,1,22,8,10,0,27.28,35.16
2024,1,22,8,15,0,27.37,35.4
2024,1,22,8,20,0,27.37,35.42
2024,1,22,8,25,0,27.37,35.43
2024,1,22,8,30,0,27.37,35.44
2024,1,22,8,35,0,27.39,35.44
2024,1,22,8,40,0,27.38,35.47
2024,1,22,8,45,0,27.34,35.48
2024,1,22,8,50,0,27.34,35.5
2024,1,22,8,55,0,27.34,35.51
2024,1,22,9,0,0,27.37,35.47
2024,1,22,9,5,0,27.37,35.48
2024,1,22,9,10,0,27.36,35.48
2024,1,22,9,15,0,27.38,35.49
2024,1,22,9,20,0,27.4,35.51
2024,1,22,9,25,0,27.35,35.52
2024,1,22,9,30,0,27.34,35.49
2024,1,22,9,35,0,27.36,35.49
2024,1,22,9,40,0,27.36,35.48
2024,1,22,9,45,0,27.37,35.49
2024,1,22,9,50,0,27.37,35.49
2024,1,22,9,55,0,27.37,35.48
2024,1,22,10,0,0,27.36,35.49
2024,1,22,10,5,0,27.34,35.5
2024,1,22,10,10,0,27.34,35.49
2024,1,22,10,15,0,27.36,35.5
2024,1,22,10,20,0,27.36,35.5
2024,1,22,10,25,0,27.32,35.51
2024,1,22,10,30,0,27.31,35.53
2024,1,22,10,35,0,27.3,35.54
2024,1,22,10,40,0,27.3,35.54
2024,1,22,10,45,0,27.37,35.56
2024,1,22,10,50,0,27.38,35.56
2024,1,22,10,55,0,27.38,35.56
2024,1,22,11,0,0,27.34,35.57
2024,1,22,11,5,0,27.32,35.58
2024,1,22,11,10,0,27.33,35.57
2024,1,22,11,15,0,27.37,35.57
2024,1,22,11,20,0,27.44,35.53
2024,1,22,11,25,0,27.48,35.51
2024,1,22,11,30,0,27.5,35.49
2024,1,22,11,35,0,27.55,35.49
2024,1,22,11,40,0,27.57,35.5
2024,1,22,11,45,0,27.59,35.49
2024,1,22,12,5,0,27.63,35.49
2024,1,22,12,10,0,27.76,35.49
2024,1,22,12,15,0,27.81,35.49
2024,1,22,12,20,0,27.87,35.48
2024,1,22,12,25,0,27.88,35.5
2024,1,22,12,30,0,27.74,35.53
2024,1,22,12,35,0,27.89,35.49
2024,1,22,12,40,0,27.91,35.48
2024,1,22,12,45,0,27.9,35.49
2024,1,22,12,50,0,27.93,35.48
2024,1,22,12,55,0,27.94,35.47
2024,1,22,13,0,0,27.94,35.46
2024,1,22,13,5,0,27.93,35.45
2024,1,22,13,10,0,27.95,35.47
2024,1,22,13,15,0,27.92,35.46
2024,1,22,13,20,0,27.92,35.44
2024,1,22,13,25,0,27.93,35.44
2024,1,22,13,30,0,27.43,34.39
2024,1,22,13,35,0,27.28,34.11
2024,1,22,13,40,0,27.16,33.8
2024,1,22,13,45,0,27.01,33.64
2024,1,22,13,50,0,26.73,33.24
2024,1,22,13,55,0,26.76,33.18
2024,1,22,14,0,0,26.91,33.22
2024,1,22,14,5,0,26.93,33.05
2024,1,22,14,10,0,26.97,33.08
2024,1,22,14,15,0,27,33.13
2024,1,22,14,20,0,27.04,33.19
2024,1,22,14,25,0,27.07,33.37
2024,1,22,14,30,0,27.13,33.64
2024,1,22,14,35,0,27.16,33.51
2024,1,22,14,40,0,27.19,33.43
2024,1,22,14,45,0,27.19,33.67
2024,1,22,14,50,0,27.21,33.73
2024,1,22,14,55,0,27.2,33.72
2024,1,22,15,0,0,27.18,33.67
2024,1,22,15,10,0,27.21,33.5
2024,1,22,15,15,0,27.32,33.74
2024,1,22,15,20,0,27.44,34
2024,1,22,15,25,0,27.46,34.14
2024,1,22,15,30,0,27.47,34.16
2024,1,22,15,35,0,27.45,34.29
2024,1,22,15,40,0,27.39,34.4
2024,1,22,15,45,0,27.32,34.45
2024,1,22,15,50,0,27.3,34.48
2024,1,22,15,55,0,27.25,34.58
2024,1,22,16,0,0,27.24,34.5
2024,1,22,16,5,0,27.3,34.46
2024,1,22,16,10,0,27.25,34.43
2024,1,22,16,15,0,27.24,34.42
2024,1,22,16,20,0,27.26,34.45
2024,1,22,16,25,0,27.28,34.46
2024,1,22,16,30,0,27.32,34.48
2024,1,22,16,35,0,27.34,34.5
2024,1,22,16,40,0,27.38,34.5
2024,1,22,16,45,0,27.43,34.53
2024,1,22,16,50,0,27.49,34.57
2024,1,22,16,55,0,27.48,34.58
2024,1,22,17,0,0,27.49,34.62
2024,1,22,17,5,0,27.51,34.66
2024,1,22,17,10,0,27.55,34.69
2024,1,22,17,15,0,27.61,34.71
2024,1,22,17,20,0,27.67,34.75
2024,1,22,17,25,0,27.67,34.8
2024,1,22,17,30,0,27.64,34.8
2024,1,22,17,35,0,27.68,34.81
2024,1,22,17,40,0,27.7,34.82
2024,1,22,17,45,0,27.73,34.81
2024,1,22,17,50,0,27.76,34.82
2024,1,22,17,55,0,27.82,34.87
2024,1,22,18,0,0,27.87,34.91
2024,1,22,18,5,0,27.9,34.97
2024,1,22,18,10,0,27.94,35
2024,1,22,18,15,0,28,35.13
2024,1,22,18,20,0,28.11,35.64
2024,1,22,18,25,0,28.14,35.71
2024,1,22,18,30,0,28.13,35.7
2024,1,22,18,35,0,28.12,35.7
2024,1,22,18,40,0,28.07,35.7
2024,1,22,18,45,0,28.07,35.7
2024,1,22,18,50,0,28.05,35.7
2024,1,22,18,55,0,28.05,35.71
2024,1,22,19,0,0,27.87,35.68
2024,1,22,19,5,0,27.89,35.69
2024,1,22,19,10,0,27.98,35.72
2024,1,22,19,15,0,27.96,35.72
2024,1,22,19,20,0,27.96,35.72
2024,1,22,19,25,0,27.98,35.73
2024,1,22,19,30,0,27.96,35.72
2024,1,22,19,35,0,27.92,35.71
2024,1,22,19,40,0,27.92,35.71
2024,1,22,19,45,0,27.77,35.67
2024,1,22,19,50,0,27.73,35.65
2024,1,22,19,55,0,27.69,35.65
2024,1,22,20,0,0,27.69,35.64
2024,1,22,20,5,0,27.64,35.62
2024,1,22,20,10,0,27.61,35.56
2024,1,22,20,15,0,27.72,35.59
2024,1,22,20,20,0,27.75,35.57
2024,1,22,20,25,0,27.77,35.56
2024,1,22,20,30,0,27.42,35.19
2024,1,22,20,35,0,27.34,35.1
2024,1,22,20,40,0,27.26,35.04
2024,1,22,20,45,0,27.23,35.03
2024,1,22,20,50,0,27.25,35.04
2024,1,22,20,55,0,27.29,35.06
2024,1,22,21,0,0,27.32,35.07
2024,1,22,21,5,0,27.67,35.52
2024,1,22,21,10,0,27.83,35.67
2024,1,22,21,15,0,27.73,35.64
2024,1,22,21,20,0,27.71,35.64
2024,1,22,21,25,0,27.75,35.64
2024,1,22,21,30,0,27.73,35.63
2024,1,22,21,35,0,27.68,35.63
2024,1,22,21,40,0,27.56,35.46
2024,1,22,21,45,0,27.72,35.66
2024,1,22,21,50,0,27.77,35.64
2024,1,22,21,55,0,27.85,35.61
2024,1,22,22,0,0,28.01,35.57
2024,1,22,22,5,0,28.03,35.56
2024,1,22,22,10,0,27.96,35.6
2024,1,22,22,15,0,27.9,35.62
2024,1,22,22,20,0,27.91,35.58
2024,1,22,22,25,0,27.87,35.59
2024,1,22,22,30,0,27.88,35.56
2024,1,22,22,35,0,27.56,35.24
2024,1,22,22,40,0,27.6,35.36
2024,1,22,22,45,0,27.69,35.44
2024,1,22,22,50,0,27.72,35.45
2024,1,22,22,55,0,27.74,35.51
2024,1,22,23,0,0,27.8,35.52
2024,1,22,23,5,0,27.81,35.54
2024,1,22,23,10,0,27.79,35.55
2024,1,22,23,15,0,27.78,35.51
2024,1,22,23,20,0,27.74,35.5
2024,1,22,23,25,0,27.78,35.45
2024,1,22,23,30,0,27.78,35.44
2024,1,22,23,35,0,27.68,35.35
2024,1,22,23,40,0,27.46,35.18
2024,1,22,23,45,0,27.33,35.06
2024,1,22,23,50,0,27.34,35.02
2024,1,22,23,55,0,27.38,34.96
2024,1,23,0,0,0,27.43,34.94
2024,1,23,0,5,0,27.5,34.94
2024,1,23,0,10,0,27.51,34.94
2024,1,23,0,15,0,27.53,34.95
2024,1,23,0,20,0,27.51,34.88
2024,1,23,0,25,0,27.5,34.84
2024,1,23,0,30,0,27.51,34.82
2024,1,23,0,35,0,27.53,34.87
2024,1,23,0,40,0,27.54,34.89
2024,1,23,0,45,0,27.5,34.84
2024,1,23,0,50,0,27.48,34.81
2024,1,23,0,55,0,27.44,34.8
2024,1,23,1,0,0,27.4,34.74
2024,1,23,1,5,0,27.37,34.71
2024,1,23,1,10,0,27.33,34.65
2024,1,23,1,15,0,27.33,34.7
2024,1,23,1,20,0,27.32,34.73
2024,1,23,1,25,0,27.33,34.8
2024,1,23,1,30,0,27.32,34.81
2024,1,23,1,35,0,27.3,34.78
2024,1,23,1,40,0,27.27,34.76
2024,1,23,1,45,0,27.27,34.81
2024,1,23,1,50,0,27.31,34.91
2024,1,23,1,55,0,27.26,34.79
2024,1,23,2,0,0,27.25,34.8
2024,1,23,2,5,0,27.24,34.79
2024,1,23,2,10,0,27.23,34.81
2024,1,23,2,15,0,27.23,34.85
2024,1,23,2,20,0,27.22,34.83
2024,1,23,2,25,0,27.19,34.83
2024,1,23,2,30,0,27.19,34.82
2024,1,23,2,35,0,27.19,34.84
2024,1,23,2,40,0,27.19,34.84
2024,1,23,2,45,0,27.18,34.87
2024,1,23,2,50,0,27.17,34.87
2024,1,23,2,55,0,27.15,34.86
2024,1,23,3,0,0,27.14,34.83
2024,1,23,3,5,0,27.14,34.85
2024,1,23,3,10,0,27.13,34.87
2024,1,23,3,15,0,27.12,34.87
2024,1,23,3,20,0,27.13,34.85
2024,1,23,3,25,0,27.13,34.91
2024,1,23,3,30,0,27.12,34.89
2024,1,23,3,35,0,27.14,34.87
2024,1,23,3,40,0,27.16,34.62
2024,1,23,3,45,0,27.17,34.92
2024,1,23,3,50,0,27.18,34.95
2024,1,23,3,55,0,27.2,34.97
2024,1,23,4,0,0,27.2,34.94
2024,1,23,4,5,0,27.21,35.01
2024,1,23,4,10,0,27.2,35.01
2024,1,23,4,15,0,27.2,35.03
2024,1,23,4,20,0,27.2,34.96
2024,1,23,4,25,0,27.21,34.99
2024,1,23,4,30,0,27.2,35
2024,1,23,4,35,0,27.21,35.01
2024,1,23,4,40,0,27.22,35.06
2024,1,23,4,45,0,27.23,35.18
2024,1,23,4,50,0,27.23,35.18
2024,1,23,4,55,0,27.23,35.19
2024,1,23,5,0,0,27.26,35.23
2024,1,23,5,5,0,27.28,35.25
2024,1,23,5,10,0,27.28,35.28
2024,1,23,5,15,0,27.28,35.28
2024,1,23,5,20,0,27.29,35.31
2024,1,23,5,25,0,27.31,35.37
2024,1,23,5,30,0,27.32,35.41
2024,1,23,5,35,0,27.34,35.46
2024,1,23,5,40,0,27.36,35.49
2024,1,23,5,45,0,27.27,35.52
2024,1,23,5,50,0,27.19,35.49
2024,1,23,5,55,0,27.21,35.53
2024,1,23,6,0,0,27.2,35.52
2024,1,23,6,5,0,27.14,35.5
2024,1,23,6,10,0,27.14,35.51
2024,1,23,6,15,0,27.11,35.49
2024,1,23,6,20,0,27.04,35.43
2024,1,23,6,25,0,27.07,35.46
2024,1,23,6,30,0,27.02,35.44
2024,1,23,6,35,0,27.02,35.43
2024,1,23,6,40,0,27.02,35.44
2024,1,23,6,45,0,27.02,35.43
2024,1,23,6,50,0,26.99,35.41
2024,1,23,6,55,0,26.98,35.39
2024,1,23,7,0,0,26.99,35.38
2024,1,23,7,5,0,26.98,35.34
2024,1,23,7,10,0,26.98,35.31
2024,1,23,7,15,0,26.98,35.29
2024,1,23,7,20,0,26.98,35.32
2024,1,23,7,25,0,26.98,35.34
2024,1,23,7,30,0,26.97,35.33
2024,1,23,7,35,0,26.97,35.32
2024,1,23,7,40,0,26.97,35.31
2024,1,23,7,45,0,26.97,35.32
2024,1,23,7,50,0,26.97,35.29
2024,1,23,7,55,0,26.97,35.31
2024,1,23,8,0,0,26.94,35.32
2024,1,23,8,5,0,26.94,35.3
2024,1,23,8,10,0,26.97,35.29
2024,1,23,8,15,0,26.97,35.25
2024,1,23,8,20,0,26.99,35.2
2024,1,23,8,25,0,26.98,35.3
2024,1,23,8,30,0,26.97,35.29
2024,1,23,8,35,0,26.98,35.32
2024,1,23,8,40,0,26.98,35.32
2024,1,23,8,45,0,26.98,35.33
2024,1,23,8,50,0,26.98,35.35
2024,1,23,8,55,0,26.98,35.34
2024,1,23,9,0,0,26.98,35.36
2024,1,23,9,5,0,26.98,35.34
2024,1,23,9,10,0,26.98,35.33
2024,1,23,9,15,0,26.98,35.32
2024,1,23,9,20,0,26.99,35.33
2024,1,23,9,25,0,26.99,35.32
2024,1,23,9,30,0,27,35.31
2024,1,23,9,35,0,27,35.33
2024,1,23,9,40,0,27.02,35.35
2024,1,23,9,45,0,26.99,35.29
2024,1,23,9,50,0,27,35.3
2024,1,23,9,55,0,27,35.24
2024,1,23,10,0,0,27,35.22
2024,1,23,10,5,0,27,35.26
2024,1,23,10,10,0,27.01,35.3
2024,1,23,10,15,0,27.01,35.31
2024,1,23,10,20,0,27.01,35.3
2024,1,23,10,25,0,26.99,35.27
2024,1,23,10,30,0,27,35.27
2024,1,23,10,35,0,27,35.29
2024,1,23,10,40,0,26.98,35.25
2024,1,23,10,45,0,26.97,35.25
2024,1,23,10,50,0,26.98,35.26
2024,1,23,10,55,0,26.98,35.27
2024,1,23,11,0,0,26.98,35.24
2024,1,23,11,5,0,26.98,35.25
2024,1,23,11,10,0,26.98,35.24
2024,1,23,11,15,0,26.97,35.23
2024,1,23,11,20,0,26.97,35.24
2024,1,23,11,25,0,26.98,35.08
2024,1,23,11,30,0,26.98,35.24
2024,1,23,11,35,0,26.98,35.26
2024,1,23,11,40,0,26.99,35.26
2024,1,23,11,45,0,27.01,35.26
2024,1,23,11,50,0,27.02,35.27
2024,1,23,11,55,0,26.78,34.43
2024,1,23,12,0,0,26.15,33.02
2024,1,23,12,5,0,26.14,33.03
2024,1,23,12,10,0,26.12,33.01
2024,1,23,12,15,0,26.11,32.96
2024,1,23,12,20,0,26.11,33.02
2024,1,23,12,25,0,26.08,32.96
2024,1,23,12,30,0,26.01,32.78
2024,1,23,12,35,0,26.02,32.6
2024,1,23,12,40,0,26.05,32.53
2024,1,23,12,45,0,26.12,32.46
2024,1,23,12,50,0,26.15,32.45
2024,1,23,12,55,0,26.17,32.34
2024,1,23,13,0,0,26.19,32.49
2024,1,23,13,5,0,26.17,32.16
2024,1,23,13,10,0,26.15,32.28
2024,1,23,13,15,0,26.11,32.17
2024,1,23,13,20,0,26.11,32.16
2024,1,23,13,25,0,26.1,32.17
2024,1,23,13,30,0,26.13,32.15
2024,1,23,13,35,0,26.15,32.23
2024,1,23,13,40,0,26.17,32.18
2024,1,23,13,45,0,26.18,32.11
2024,1,23,13,50,0,26.18,32.23
2024,1,23,13,55,0,26.19,32.23
2024,1,23,14,0,0,26.2,32.31
2024,1,23,14,5,0,26.22,32.38
2024,1,23,14,10,0,26.2,32.37
2024,1,23,14,15,0,26.2,32.35
2024,1,23,14,20,0,26.2,32.49
2024,1,23,14,25,0,26.17,32.51
2024,1,23,14,30,0,26.16,32.56
2024,1,23,14,35,0,26.14,32.55
2024,1,23,14,40,0,26.26,33.19
2024,1,23,14,45,0,26.24,33.11
2024,1,23,14,50,0,26.23,33.1
2024,1,23,14,55,0,26.28,33.31
2024,1,23,15,0,0,26.26,33.29
2024,1,23,15,5,0,26.31,33.49
2024,1,23,15,10,0,26.36,33.63
2024,1,23,15,15,0,26.34,33.59
2024,1,23,15,20,0,26.37,33.68
2024,1,23,15,25,0,26.37,33.66
2024,1,23,15,30,0,26.34,33.62
2024,1,23,15,35,0,26.36,33.69
2024,1,23,15,40,0,26.38,33.72
2024,1,23,15,45,0,26.38,33.73
2024,1,23,15,50,0,26.42,33.85
2024,1,23,15,55,0,26.41,33.82
2024,1,23,16,0,0,26.41,33.8
2024,1,23,16,5,0,26.44,33.89
2024,1,23,16,10,0,26.42,33.87
2024,1,23,16,15,0,26.44,33.91
2024,1,23,16,20,0,26.46,33.95
2024,1,23,16,25,0,26.49,34.01
2024,1,23,16,30,0,26.5,34.07
2024,1,23,16,35,0,26.5,34.1
2024,1,23,16,40,0,26.49,34.14
2024,1,23,16,45,0,26.48,34.17
2024,1,23,16,50,0,26.46,34.14
2024,1,23,16,55,0,26.47,34.16
2024,1,23,17,0,0,26.49,34.18
2024,1,23,17,5,0,26.48,34.15
2024,1,23,17,10,0,26.51,34.21
2024,1,23,17,15,0,26.51,34.2
2024,1,23,17,20,0,26.52,34.23
2024,1,23,17,25,0,26.54,34.24
2024,1,23,17,30,0,26.54,34.24
2024,1,23,17,35,0,26.56,34.28
2024,1,23,17,40,0,26.56,34.31
2024,1,23,17,45,0,26.59,34.36
2024,1,23,17,50,0,26.59,34.38
2024,1,23,17,55,0,26.61,34.42
2024,1,23,18,0,0,26.62,34.47
2024,1,23,18,5,0,26.65,34.52
2024,1,23,18,10,0,26.66,34.55
2024,1,23,18,15,0,26.66,34.56
2024,1,23,18,20,0,26.68,34.59
2024,1,23,18,25,0,26.68,34.6
2024,1,23,18,30,0,26.69,34.63
2024,1,23,18,35,0,26.7,34.64
2024,1,23,18,40,0,26.71,34.65
2024,1,23,18,45,0,26.71,34.67
2024,1,23,18,50,0,26.71,34.69
2024,1,23,18,55,0,26.72,34.7
2024,1,23,19,0,0,26.72,34.74
2024,1,23,19,5,0,26.72,34.76
2024,1,23,19,10,0,26.71,34.78
2024,1,23,19,15,0,26.72,34.8
2024,1,23,19,20,0,26.74,34.8
2024,1,23,19,25,0,26.72,34.81
2024,1,23,19,30,0,26.73,34.82
2024,1,23,19,35,0,26.72,34.82
2024,1,23,19,40,0,26.73,34.82
2024,1,23,19,45,0,26.72,34.82
2024,1,23,19,50,0,26.71,34.85
2024,1,23,19,55,0,26.72,34.86
2024,1,23,20,0,0,26.73,34.87
2024,1,23,20,5,0,26.7,34.85
2024,1,23,20,10,0,26.7,34.84
2024,1,23,20,15,0,26.69,34.85
2024,1,23,20,20,0,26.68,34.86
2024,1,23,20,25,0,26.64,34.84
2024,1,23,20,30,0,26.66,34.87
2024,1,23,20,35,0,26.73,34.95
2024,1,23,20,40,0,26.74,34.98
2024,1,23,20,45,0,26.69,34.97
2024,1,23,20,50,0,26.72,34.99
2024,1,23,20,55,0,26.72,35.01
2024,1,23,21,0,0,26.72,35.02
2024,1,23,21,5,0,26.7,35.04
2024,1,23,21,10,0,26.69,35.02
2024,1,23,21,15,0,26.69,35.03
2024,1,23,21,20,0,26.71,35.05
2024,1,23,21,25,0,26.74,35.09
2024,1,23,21,30,0,26.72,35.06
2024,1,23,21,35,0,26.72,35.12
2024,1,23,21,40,0,26.75,35.16
2024,1,23,21,45,0,26.8,35.2
2024,1,23,21,50,0,26.81,35.22
2024,1,23,21,55,0,26.8,35.23
2024,1,23,22,0,0,26.75,35.23
2024,1,23,22,5,0,26.77,35.25
2024,1,23,22,10,0,26.81,35.29
2024,1,23,22,15,0,26.81,35.3
2024,1,23,22,20,0,26.84,35.34
2024,1,23,22,25,0,26.84,35.35
2024,1,23,22,30,0,26.84,35.36
2024,1,23,22,35,0,26.82,35.37
2024,1,23,22,40,0,26.82,35.37
2024,1,23,22,45,0,26.8,35.35
2024,1,23,22,50,0,26.79,35.38
2024,1,23,22,55,0,26.78,35.39
2024,1,23,23,0,0,26.78,35.39
2024,1,23,23,5,0,26.78,35.4
2024,1,23,23,10,0,26.77,35.4
2024,1,23,23,15,0,26.76,35.41
2024,1,23,23,20,0,26.77,35.41
2024,1,23,23,25,0,26.76,35.4
2024,1,23,23,30,0,26.76,35.41
2024,1,23,23,35,0,26.75,35.41
2024,1,23,23,40,0,26.74,35.42
2024,1,23,23,45,0,26.74,35.42
2024,1,23,23,50,0,26.73,35.42
2024,1,23,23,55,0,26.73,35.42
2024,1,24,0,0,0,26.73,35.41
2024,1,24,0,5,0,26.71,35.42
2024,1,24,0,10,0,26.7,35.42
2024,1,24,0,15,0,26.7,35.43
2024,1,24,0,20,0,26.7,35.43
2024,1,24,0,25,0,26.69,35.42
2024,1,24,0,30,0,26.68,35.43
2024,1,24,0,35,0,26.38,34.34
2024,1,24,0,40,0,25.87,33.27
2024,1,24,0,45,0,25.82,33.12
2024,1,24,0,50,0,25.86,33.2
2024,1,24,0,55,0,25.51,32.9
2024,1,24,1,0,0,25.39,32.53
2024,1,24,1,5,0,25.38,32.18
2024,1,24,1,10,0,25.41,32.11
2024,1,24,1,15,0,25.4,31.91
2024,1,24,1,20,0,25.44,31.78
2024,1,24,1,25,0,25.46,31.84
2024,1,24,1,30,0,25.5,31.97
2024,1,24,1,35,0,25.49,31.84
2024,1,24,1,40,0,25.49,31.98
2024,1,24,1,45,0,25.41,31.87
2024,1,24,1,50,0,25.46,31.8
2024,1,24,1,55,0,25.52,32.01
2024,1,24,2,0,0,25.54,32.19
2024,1,24,2,5,0,25.34,32
2024,1,24,2,10,0,25.41,32.35
2024,1,24,2,15,0,25.38,32.24
2024,1,24,2,20,0,25.43,32.48
2024,1,24,2,25,0,25.48,32.48
2024,1,24,2,30,0,25.53,32.58
2024,1,24,2,35,0,25.61,32.81
2024,1,24,2,40,0,25.67,33.03
2024,1,24,2,45,0,25.74,33.19
2024,1,24,2,50,0,25.73,33.22
2024,1,24,2,55,0,25.74,33.25
2024,1,24,3,0,0,25.8,33.39
2024,1,24,3,5,0,25.73,33.33
2024,1,24,3,10,0,25.73,33.39
2024,1,24,3,15,0,25.6,33.23
2024,1,24,3,20,0,25.61,33.21
2024,1,24,3,25,0,25.57,33.13
2024,1,24,3,30,0,25.51,33.04
2024,1,24,3,35,0,25.54,32.96
2024,1,24,3,40,0,25.53,32.94
2024,1,24,3,45,0,25.54,32.95
2024,1,24,3,50,0,25.54,32.91
2024,1,24,3,55,0,25.5,32.84
2024,1,24,4,0,0,25.53,32.86
2024,1,24,4,5,0,25.56,32.91
2024,1,24,4,10,0,25.54,32.91
2024,1,24,4,15,0,25.6,33
2024,1,24,4,20,0,25.68,33.23
2024,1,24,4,25,0,25.83,33.6
2024,1,24,4,30,0,25.68,33.33
2024,1,24,4,35,0,25.97,34.03
2024,1,24,4,40,0,25.6,33.22
2024,1,24,4,45,0,25.5,32.99
2024,1,24,4,50,0,25.52,33.02
2024,1,24,4,55,0,25.55,33.1
2024,1,24,5,0,0,25.57,33.18
2024,1,24,5,5,0,25.55,33.15
2024,1,24,5,10,0,25.55,33.14
2024,1,24,5,15,0,25.55,33.14
2024,1,24,5,20,0,25.5,33.08
2024,1,24,5,25,0,25.5,33.08
2024,1,24,5,30,0,25.68,33.49
2024,1,24,5,35,0,25.65,33.45
2024,1,24,5,40,0,25.56,33.31
2024,1,24,5,45,0,25.56,33.3
2024,1,24,5,50,0,25.55,33.29
